('individual', 'moments') 1
('compared', 'usual') 1
('always', 'welcome') 1
('voice', 'star') 1
('warmth', 'intelligence') 1
('year', 'funny') 1
('beauty', 'beast') 3
('writerdirector', 'juan') 1
('story', 'trouble') 1
('exercise', 'neohitchcockianism') 1
('entertaining', 'feature') 1
('mumbles', 'way') 1
('heart', 'venture') 1
('never', 'knew') 2
('berry', 'saucy') 1
('effort', 'sincere') 1
('looked', 'like') 1
('diver', 'rusi') 1
('fantastically', 'vital') 1
('performances', 'demonstrates') 1
('judaism', 'back') 1
('art', 'houses') 1
('rrb', 'true') 1
('script', 'takes') 1
('never', 'becomes') 1
('around', 'dropped') 1
('large', 'dose') 1
('look', 'residents') 1
('seagal', 'rrb') 1
('case', 'oversimplification') 1
('say', 'entertaining') 1
('stunt', 'pictures') 1
('needles', 'treat') 1
('funny', 'great') 1
('borrows', 'heavily') 1
('controlled', 'becomes') 1
('empathy', 'characters') 1
('mr', 'haneke') 1
('home', 'alone') 1
('us', 'live') 1
('sight', 'ocean') 1
('wellcrafted', 'comparison') 1
('purpose', 'even') 1
('wedding', 'thoughtprovoking') 1
('girl', 'walks') 1
('great', 'premise') 1
('first', 'half') 2
('playful', 'fellow') 1
('calories', 'precious') 1
('spy', 'solid') 1
('time', 'hey') 1
('shiner', 'organizing') 1
('way', 'solid') 1
('never', 'clear') 1
('xfiles', 'episode') 1
('name', 'high') 1
('characters', 'stars') 1
('ways', 'soderbergh') 1
('mostly', 'told') 1
('young', 'talent') 2
('debut', 'fully') 1
('rrb', 'treats') 1
('modeled', 'lrb') 1
('one', 'bestsustained') 1
('films', 'year') 4
('stopped', 'thinking') 1
('forgive', 'film') 1
('body', 'rumor') 1
('crap', 'expecting') 1
('venturesome', 'beautifully') 1
('contrived', 'cliched') 1
('sixthgrade', 'height') 1
('lrb', 'n') 1
('intriguing', 'whatif') 1
('understands', 'need') 1
('breathtakingly', 'assured') 1
('frame', 'one') 1
('warmth', 'go') 1
('lawrence', 'hates') 1
('away', 'new') 1
('involved', 'enterprise') 1
('largely', 'without') 1
('fontaine', 'direction') 1
('narc', 'takes') 1
('mosque', 'neither') 1
('undeniably', 'fascinating') 1
('ultimately', 'yes') 1
('lambs', 'manages') 1
('audience', 'meat') 1
('good', 'yarn') 1
('involved', 'screenplay') 1
('performances', 'lrb') 1
('never', 'welcome') 1
('bond', 'watching') 1
('indie', 'filmmaking') 1
('polite', 'scale') 1
('like', 'puts') 1
('one', 'greatest') 3
('acting', 'amateurish') 1
('nt', 'mean') 3
('skillful', 'moving') 1
('disgusting', 'source') 1
('funny', 'moments') 1
('job', 'family') 1
('wondering', 'watching') 1
('seems', 'embarrassed') 2
('feels', 'acting') 1
('respond', 'smartly') 1
('meditation', 'profoundly') 1
('movie', 'progression') 1
('like', 'skillful') 1
('pics', 'ever') 1
('rosario', 'dawson') 1
('british', 'hybrid') 1
('message', 'time') 1
('ever', 'seen') 8
('deeply', 'absorbing') 1
('screwy', 'thing') 1
('unfunny', 'also') 1
('mesmerizing', 'music') 1
('heat', 'jokes') 1
('performances', 'stylish') 1
('greater', 'knowledge') 1
('romantic', 'riveting') 1
('pathetic', 'idea') 1
('anything', 'frustrating') 1
('older', 'men') 1
('heartache', 'everyone') 1
('tully', 'worth') 1
('dash', 'avantgarde') 1
('orders', 'nurtures') 1
('mystery', 'measure') 1
('snickers', 'glorious') 1
('telling', 'film') 1
('portrait', 'modern') 1
('really', 'solid') 1
('crisp', 'storytelling') 1
('birmingham', 'immensely') 1
('memorable', 'moment') 1
('fall', 'grace') 1
('soon', 'vividly') 1
('cuban', 'music') 1
('minority', 'report') 3
('satire', 'bland') 1
('happiness', 'hence') 1
('life', 'harshness') 1
('disappointments', 'year') 1
('macdowell', 'gives') 1
('rare', 'movie') 2
('hayek', 'rrb') 1
('lightyears', 'ahead') 1
('dustin', 'hoffman') 2
('story', 'zings') 1
('fun', 'undeniable') 1
('sack', 'chemistry') 1
('mounted', 'production') 1
('sexy', 'film') 1
('drop', 'pants') 1
('actors', 'uses') 1
('plot', 'may') 1
('clever', 'exercise') 1
('well', 'members') 1
('though', 'jay') 1
('unique', 'niche') 1
('metropolis', 'feast') 1
('totally', 'exemplify') 1
('history', 'engulfed') 1
('impact', 'good') 1
('frozen', 'burrito') 1
('unimaginative', 'screenwriter') 1
('miserable', 'smug') 1
('beautifully', 'shot') 3
('narrative', 'rhythms') 1
('unsettling', 'time') 1
('compelling', 'supporting') 1
('reason', 'pause') 1
('hybrid', 'comedy') 1
('films', 'talk') 1
('sophisticated', 'worst') 1
('french', 'cinema') 2
('best', 'indie') 1
('ever', 'filmed') 1
('humor', 'poignancy') 1
('among', 'sequels') 1
('old', 'pickup') 1
('sappiness', 'thirteen') 1
('easily', 'dismissive') 1
('feeling', 'dismally') 1
('watching', 'documentary') 1
('rrb', 'funniest') 1
('dance', 'completists') 1
('rrb', 'music') 1
('classic', 'ladies') 1
('side', 'jonathan') 1
('wonderment', 'rambling') 1
('hard', 'emotional') 1
('way', 'pair') 1
('cares', 'melted') 1
('comedy', 'pair') 1
('female', 'population') 1
('would', 'require') 2
('intentionally', 'introducing') 1
('dumb', 'narratively') 1
('movie', 'tells') 1
('danny', 'huston') 1
('absolutely', 'completely') 1
('style', 'search') 1
('poetry', 'compelling') 1
('performance', 'bond') 1
('justice', 'often') 1
('attitude', 'might') 1
('documentary', '3d') 1
('quirky', 'satirical') 1
('team', 'could') 1
('concept', 'idea') 1
('offbeat', 'heartwarming') 1
('becoming', 'better') 1
('proposal', 'relevant') 1
('soderbergh', 'solaris') 1
('elements', 'something') 1
('effects', 'funnier') 1
('godard', 'never') 1
('shenanigans', 'hardly') 1
('oozing', 'chilling') 1
('eastwood', 'game') 1
('filmmaking', 'winning') 1
('could', 'easily') 4
('compelling', 'comingofage') 1
('prologue', 'seems') 1
('fictional', 'examination') 1
('work', 'impossible') 1
('arts', 'master') 1
('english', 'title') 1
('screenwriter', 'director') 1
('hopelessly', 'inane') 1
('steady', 'ultimately') 1
('put', 'much') 1
('lack', 'naturalness') 1
('brings', 'together') 1
('approached', 'congrats') 1
('graphic', 'superior') 1
('nt', 'deserve') 2
('deliriously', 'joyous') 1
('wallace', 'film') 2
('ridiculous', 'action') 1
('sequels', 'actually') 1
('show', 'respect') 1
('thanks', 'energetic') 1
('creating', 'screenplay') 1
('screen', 'dark') 1
('comedy', 'benevolent') 1
('movie', 'much') 2
('since', 'john') 1
('dumb', 'high') 1
('good', 'fun') 1
('life', 'adaptation') 1
('ferrara', 'strongest') 1
('3d', 'tired') 1
('produced', 'expressively') 1
('superb', 'performance') 1
('story', 'gives') 1
('trotting', 'formula') 1
('slow', 'predictable') 1
('grayish', 'quality') 1
('lrb', 'best') 1
('tosses', 'around') 1
('vs', 'sever') 2
('movie', 'folk') 1
('comedy', 'film') 3
('chronicle', 'female') 1
('sight', 'whole') 1
('drama', 'definitely') 1
('numbers', 'rrb') 2
('missed', 'brilliant') 1
('picture', 'deserves') 1
('nair', 'attention') 1
('stealing', 'harvard') 5
('feel', 'good') 3
('possesses', 'languorous') 1
('work', 'plotless') 1
('brims', 'passion') 1
('abomination', 'mean') 1
('epic', 'guaranteed') 1
('darkly', 'funny') 2
('taut', 'sobering') 1
('annoying', 'though') 1
('lost', 'got') 1
('fans', 'family') 1
('sex', 'see') 1
('sequel', 'one') 1
('oversexed', 'times') 1
('idea', 'work') 1
('allow', 'suit') 1
('pointless', 'extremes') 1
('tale', 'perfectly') 1
('rewrite', 'designed') 1
('opera', 'execrable') 1
('minute', 'dud') 1
('make', 'classic') 1
('somber', 'blues') 1
('laughter', 'even') 1
('stuffiest', 'cinema') 1
('unlike', 'lrb') 1
('piece', 'cinema') 1
('movie', 'suitable') 1
('exploits', 'impossible') 1
('heart', 'fudged') 1
('thing', 'expressly') 1
('intoxicating', 'fashion') 1
('get', 'assuming') 1
('better', 'entertainment') 1
('underground', 'movie') 1
('gifted', 'performers') 1
('comic', 'gem') 1
('thriller', 'schepisi') 1
('nt', 'match') 1
('also', 'nt') 1
('dreck', 'usually') 1
('comes', 'brave') 1
('exercise', 'kind') 1
('jason', 'patric') 1
('exciting', 'treatment') 1
('upon', 'journey') 1
('never', 'dull') 2
('splendid', 'meal') 1
('one', 'never') 1
('talented', 'actors') 2
('acting', 'trifecta') 1
('little', 'different') 1
('loss', 'loneliness') 1
('script', 'inept') 1
('may', 'highest') 1
('crummy', 'wannabehip') 1
('filmmaker', 'tian') 1
('unintentionally', 'dull') 1
('alagna', 'unremittingly') 1
('doubt', 'fancies') 1
('cynicism', 'every') 1
('new', 'insight') 2
('time', 'history') 1
('could', 'much') 1
('characters', 'damn') 1
('kieslowski', 'work') 1
('special', 'thoroughly') 1
('retrograde', 'postfeminist') 1
('still', 'happen') 1
('king', 'devastating') 1
('lost', 'every') 1
('hastily', 'dubbed') 1
('least', 'japanese') 1
('topical', 'excess') 1
('interesting', 'enough') 1
('lrb', 'like') 1
('dungpile', 'swear') 1
('together', 'cynical') 1
('experience', 'finds') 1
('deadly', 'bore') 1
('guarantee', 'something') 1
('consummate', 'actor') 1
('bad', 'sound') 1
('films', 'come') 2
('distinctive', 'visuals') 1
('heaven', 'sending') 1
('ride', 'bikes') 1
('crafted', 'engaging') 1
('r', 'nebrida') 1
('makes', 'piecing') 1
('enthusiasms', 'like') 1
('hilarious', 'psychology') 1
('otherwise', 'go') 1
('real', 'poignancy') 1
('superbly', 'nolan') 1
('even', 'movie') 1
('thematically', 'consistently') 1
('spaces', 'filled') 1
('story', 'bogus') 1
('characterizations', 'facile') 1
('cautionary', 'tale') 1
('fisher', 'bray') 1
('true', 'delight') 1
('uninteresting', 'leave') 1
('razzledazzle', 'recovery') 1
('life', 'say') 1
('freaks', 'beyond') 1
('come', 'life') 1
('zealand', 'cook') 1
('even', 'curve') 1
('makes', 'depleted') 1
('filmmaking', 'lrb') 1
('core', 'conceit') 1
('one', 'may') 1
('fundamentally', 'unknowable') 1
('pop', 'culture') 1
('characters', 'performers') 1
('yank', 'whenever') 1
('movie', 'character') 1
('naturally', 'jolie') 1
('creation', 'bugsy') 1
('sequels', 'bad') 1
('issues', 'dad') 1
('fairly', 'impressive') 1
('able', 'share') 1
('madonna', 'gives') 1
('hopkins', 'terrorists') 1
('mira', 'sorvino') 1
('personal', 'film') 1
('fantastic', 'drumline') 1
('fashion', 'might') 1
('cover', 'fact') 1
('people', 'relaxed') 1
('informed', 'wireless') 1
('first', 'lrb') 1
('writer', 'kline') 1
('unlike', 'moulin') 1
('gamble', 'last') 1
('embody', 'worst') 1
('diego', 'ends') 1
('naval', 'personnel') 1
('cheatfully', 'filmed') 1
('frustratingly', 'refuses') 1
('carries', 'share') 1
('numbers', 'real') 1
('pseudorockvideo', 'opening') 1
('gifted', 'really') 1
('deals', 'story') 1
('intelligence', 'captures') 1
('trickster', 'spider') 1
('scenes', 'tenderness') 1
('best', 'minutes') 1
('harvard', 'busy') 1
('language', 'update') 1
('start', 'fall') 1
('predominantly', 'amateur') 1
('shankman', 'screenwriter') 1
('kim', 'make') 1
('taking', 'kids') 1
('one', 'conservative') 1
('conclusion', 'samuel') 1
('sytle', 'tremendously') 1
('survivors', 'whose') 1
('nothing', 'redeeming') 1
('exploration', 'human') 1
('still', 'cinematic') 1
('normal', 'divisions') 1
('distinctions', 'americans') 1
('wallet', 'swipe') 1
('insanely', 'hilarious') 1
('natural', 'affability') 1
('modernizes', 'aew') 1
('engrossing', 'melodrama') 1
('strungtogether', 'tv') 1
('riveted', 'seats') 1
('feel', 'beat') 1
('emotional', 'core') 1
('touched', 'unprecedented') 1
('dishes', 'ton') 1
('dull', 'actress') 1
('afraid', 'show') 1
('farce', 'lies') 1
('possible', 'bunch') 1
('worst', 'thing') 1
('animation', 'everything') 1
('late', 'show') 1
('get', 'involved') 1
('bad', 'actress') 1
('getting', 'heavy') 1
('centered', 'life') 1
('beautifully', 'acted') 3
('michel', 'piccoli') 1
('tattoo', 'deep') 1
('decades', 'ago') 1
('watchable', 'film') 1
('pants', 'laughs') 1
('hard', 'imagine') 7
('fat', 'girl') 1
('idealistic', 'kid') 1
('aspect', 'cheesy') 1
('charms', 'stars') 1
('license', 'able') 1
('amok', 'seems') 1
('days', 'victor') 1
('saw', 'film') 1
('years', 'trudge') 1
('brilliant', 'movie') 1
('much', 'forced') 1
('inclination', 'provide') 1
('excites', 'imagination') 1
('fascinating', 'made') 1
('filled', 'unintended') 1
('thriller', 'search') 1
('logic', 'greek') 1
('people', 'bad') 1
('striking', 'new') 1
('somber', 'absurd') 1
('psychological', 'case') 1
('hutchins', 'talented') 1
('moments', 'spontaneous') 1
('sees', 'film') 1
('minutes', 'seem') 1
('directorial', 'debut') 1
('else', 'one') 1
('joyous', 'communal') 1
('scientists', 'grownup') 1
('trots', 'video') 1
('irreparable', 'damage') 1
('summer', 'clones') 1
('film', 'graceless') 1
('staggeringly', 'compelling') 1
('genuine', 'dramatic') 1
('left', 'work') 1
('predictable', 'amusing') 1
('thriller', 'dumb') 1
('christmas', 'movies') 1
('wit', 'new') 1
('right', 'eyes') 1
('ounce', 'honest') 1
('effects', 'polanski') 1
('decades', 'back') 1
('ray', 'liotta') 1
('movie', 'bai') 1
('terrific', 'score') 1
('film', 'mothers') 1
('pageants', 'commercialism') 1
('great', 'credit') 1
('assumes', 'would') 1
('dubious', 'inept') 1
('make', 'like') 1
('demanding', 'otherness') 1
('gheorghiu', 'ruggero') 1
('worst', 'way') 1
('fratboy', 'humor') 1
('female', 'characters') 1
('michael', 'fuses') 1
('fastpaced', 'wonderfully') 1
('star', 'wars') 1
('three', 'dull') 1
('feature', 'disappointed') 1
('entertaining', 'film') 1
('gentle', 'insistent') 1
('piccoli', 'extraordinary') 1
('rrb', 'completely') 1
('son', 'venturesome') 1
('universal', 'human') 1
('realizing', 'serving') 1
('creative', 'eighthgrader') 1
('weighs', 'capricious') 1
('heartwarming', 'scene') 1
('movies', 'deuces') 1
('deportment', 'unexpected') 1
('board', 'uh') 1
('david', 'koepp') 1
('word', 'brilliant') 1
('unfunny', 'unentertaining') 1
('cinematography', 'film') 1
('cynical', 'funny') 1
('collapses', 'minutes') 1
('adequate', 'performances') 1
('whole', 'lot') 2
('like', 'dw') 1
('crapulence', 'slap') 1
('coldhearted', 'curmudgeon') 1
('film', 'painful') 1
('humanity', 'emotional') 1
('lyrical', 'endeavour') 1
('summary', 'plot') 1
('molly', 'craig') 1
('amusing', 'giveandtake') 1
('guns', 'drugs') 1
('vital', 'movie') 1
('members', 'drooling') 1
('twists', 'stylistic') 1
('loose', 'poorly') 1
('nt', 'placed') 1
('man', 'country') 1
('pacino', 'gives') 1
('amateurish', 'unlike') 1
('director', 'cowriter') 1
('recommendation', 'kids') 1
('picture', 'happily') 1
('mainstream', 'matineestyle') 1
('fake', 'festers') 1
('firstclass', 'thoroughly') 1
('wonders', 'worries') 1
('great', 'cinematic') 1
('kids', 'age') 1
('war', 'ii') 1
('amid', 'deliberate') 1
('satan', 'throwing') 1
('watch', 'times') 1
('finding', 'meaning') 1
('irresistibly', 'baran') 1
('almost', 'never') 2
('seeking', 'existent') 1
('made', 'without') 1
('two', 'hours') 6
('gutter', 'romancer') 1
('kids', 'island') 1
('stoppard', 'director') 1
('even', 'bother') 1
('report', 'necessary') 1
('filmmaking', 'words') 1
('dreams', 'however') 1
('movie', 'delirious') 1
('concert', 'movie') 1
('cheapened', 'artistry') 1
('monday', 'though') 1
('men', 'women') 1
('adaptation', 'play') 1
('college', 'dorm') 1
('compassionate', 'moving') 1
('camouflage', 'bad') 1
('tooled', 'action') 1
('seeing', 'honest') 1
('performances', 'merely') 1
('performances', 'considerable') 1
('another', 'movie') 1
('stands', 'one') 2
('combination', 'act') 1
('films', 'life') 1
('credit', 'well') 1
('well', 'wrought') 1
('use', 'introduce') 1
('energizing', 'intoxicating') 1
('show', 'movie') 1
('cowritten', 'gianni') 1
('lovely', 'eerie') 1
('solo', 'performance') 1
('scented', 'bath') 1
('horror', 'kind') 1
('amateur', 'cast') 1
('sincere', 'results') 1
('consequences', 'one') 1
('old', 'walt') 1
('battlefield', 'earth') 1
('compellingly', 'us') 1
('sex', 'may') 1
('movie', 'crisp') 1
('matineestyle', 'entertainment') 1
('despite', 'several') 1
('quite', 'possibly') 1
('huston', 'gives') 1
('grasping', 'actors') 1
('salma', 'hayek') 1
('least', 'underrehearsed') 1
('poor', 'quality') 2
('realities', 'gay') 1
('collection', 'notsofunny') 1
('paid', 'make') 1
('forefront', 'china') 1
('makers', 'singles') 1
('movie', 'godard') 1
('sticking', 'knees') 1
('self', 'derrida') 1
('would', 'loved') 1
('exploitation', 'despite') 1
('americans', 'make') 1
('slow', 'uninvolving') 1
('korean', 'film') 1
('understated', 'performances') 1
('dramatic', 'interest') 1
('seems', 'entirely') 1
('ellen', 'pompeo') 1
('wants', 'monster') 1
('feel', 'suffer') 1
('watch', 'interesting') 1
('expectation', 'last') 1
('tale', 'century') 1
('reporting', 'number') 1
('intriguing', 'tale') 1
('spoof', 'comedy') 1
('nearmasterpiece', 'loud') 1
('rrb', 'emerges') 1
('inappropriate', 'comedy') 1
('enjoyable', 'satisfying') 1
('finesse', 'england') 1
('great', 'shame') 1
('chemistry', 'engaging') 1
('compelling', 'prewwii') 1
('plot', 'ingenuity') 1
('postmodern', 'pastiche') 1
('plaintiveness', 'could') 1
('junk', 'movie') 1
('conflict', 'put') 1
('symbolism', 'dimestore') 1
('allegiance', 'cagney') 1
('apparently', 'hoping') 1
('assassination', 'revealing') 1
('someone', 'understands') 1
('acting', 'heralds') 1
('ludicrous', 'attempt') 1
('antisemitism', 'neofascism') 1
('jersey', 'stripped') 1
('blockbuster', 'endure') 1
('written', 'years') 1
('dreams', 'lrb') 1
('happiness', 'guilt') 1
('film', 'cooler') 1
('screen', 'times') 1
('act', 'narrator') 1
('mesmerizing', 'one') 1
('movie', 'matthew') 1
('much', 'human') 1
('journey', 'guru') 1
('grated', 'family') 1
('deploys', 'two') 1
('xxx', 'diesel') 1
('script', 'error') 1
('skill', 'serious') 1
('shows', 'signs') 1
('tiresome', 'ugliness') 1
('retard', 'whether') 1
('pleasuring', 'audience') 1
('probing', 'penetrating') 1
('lrb', 'remake') 1
('tunisian', 'film') 1
('effect', 'badly') 1
('one', 'hear') 1
('hoffman', 'revelatory') 1
('makes', 'man') 1
('end', 'chases') 1
('obscenity', 'hand') 1
('dismissive', 'take') 1
('transgressive', 'attempted') 1
('twoday', 'old') 1
('copenhagen', 'neighborhood') 1
('dialogue', 'highlight') 1
('\\\\\\', 'also') 1
('postfeminist', 'breezy') 1
('movie', 'proves') 1
('allen', 'movie') 1
('may', 'end') 1
('kahlo', 'call') 1
('lrb', 'enigma') 1
('cuisine', 'quirky') 1
('generate', 'showtime') 1
('nothing', 'ever') 1
('everyone', 'trite') 1
('work', 'koepp') 1
('two', 'years') 1
('goes', 'one') 1
('narrative', 'logic') 2
('poetry', 'motion') 1
('constantly', 'slips') 1
('inconsistent', 'margarita') 1
('enough', 'train') 1
('pure', 'adrenalin') 1
('next', 'one') 1
('humor', 'hallmark') 1
('scale', 'lunatic') 1
('loser', 'delightfully') 1
('essentially', 'devoid') 1
('claustrophobic', 'renner') 1
('film', 'times') 1
('static', 'set') 1
('mothers', 'daughters') 1
('refreshing', 'bad') 1
('schmucks', 'nt') 1
('convoluted', 'actioncomedy') 1
('remember', 'single') 1
('camera', 'moves') 1
('paranoia', 'morton') 1
('justifying', 'hype') 1
('engrossing', 'story') 2
('involved', 'hard') 1
('antiadult', 'movies') 1
('energy', 'humming') 1
('reveals', 'real') 1
('loss', 'discontent') 1
('chilly', 'remote') 1
('imax', 'camera') 1
('scene', 'particular') 1
('lrb', 'washington') 1
('john', 'pogue') 1
('years', 'cinema') 1
('problem', 'part') 1
('like', 'day') 1
('adams', 'copies') 1
('goofily', 'endearing') 1
('movie', 'lumbering') 1
('nt', 'great') 1
('believe', 'breaks') 1
('tension', 'expert') 1
